text,label
"A GPE, PERSON joined the ORGANIZATION toward the end of the 2013-14 international signing period. He made his GPE debut in 2016, tying for the Rookie-level PERSON lead with eight home runs. He has continued to bash in 2017, beginning the summer in the Rookie-level PERSON and earning a promotion to low Class A after going 22-for-41 (.537) with five homers in 10 games.PERSON has a lot going on in his right-handed stroke, though his impressive bat speed has allowed him to feast on lower-level pitching. He'll have to quiet his approach and develop some plate discipline to tap into some of the best raw power in the system. Though he tends to swing at everything, he still manages to make a lot of hard contact.PERSON has some defensive value as well. He has seen action at third base, first base and second base this year, and projects to become at least an average defender at the hot corner. He has decent speed and quickness along with a strong arm, though his throwing accuracy needs to improve.",-1
"Signed for $50,000 out of the ORGANIZATION as the 2013-14 international signing period came to a close, PERSON led the Rookie-level PERSON with eight homers in his 2016 GPE debut. A shaky performance in instructional league that fall left the ORGANIZATION wondering if he could survive against better pitching, but he made adjustments and had a spectacular 2017. He batted .537 with five homers in 10 games at Rookie-level Ogden, hit .322 at ORGANIZATION A Great Lakes and then went 7-for-17 (.417) in the high ORGANIZATION A GPE League playoffs for a combined .366/.394/.556 line.PERSON has worked to calm down his right-handed stroke, allowing him to get more out of his electric bat speed. But he has met few pitches that he won't chase and overswings too often, traits that have proven to be his undoing in his return to the ORGANIZATION this year. He needs to develop an approach at the plate and realize that he has so much natural pop that he doesn't have to sell out for home runs. PERSON has an easy plus arm and the ability to make throws from any angle necessary at third base, though his accuracy needs to improve. His decent speed and quickness have led GPE to play him at all four infield spots, though he's better suited for the corners.",-1
"The ORGANIZATION has become a bit of a hot spot in terms of amateur talent, with prospects like PERSON, PERSON and PERSON all fetching large bonuses to start their pro careers. The ORGANIZATION hit the ORGANIZATION hard at the start of the 2017 international signing period, signing PERSON for $1.2 million and getting PERSON for $850,000. Both have begun their careers officially in 2018 in the Rookie-level PERSON League.PERSON stands out with his above-average athleticism and the chance to have multiple tools on the field. The right-handed hitter has plus speed which should help him on both sides of the ball. He could eventually be a plus defender in center field with at least an above-average arm. He has a nice swing and solid approach at the plate, utilizing a line-drive path. There is some raw power to tap into, but he's likely to be more of a gap-to-gap type in the future.Everything about PERSON is projection. All he needs now is a ton of reps against good competition so he can catch up to the speed of the game at the pro level. Once he gets that experience under his belt, his ceiling is quite high.",-1
"While the PERSON have been garnering a reputation of acquiring premium athletes in the early rounds of the GPE, they've also been busy bringing similar players via the international market. At the start of the 2017-18 international signing period, they double-dipped in the GPE, signing a pair of outfielders: Trent PERSON for $1.2 million and PERSON for $850,000. It's been PERSON who broke out of the gate during his pro debut in 2018, earning a promotion from the ORGANIZATION to the ORGANIZATION League.Throughout his first summer of pro ball, PERSON showed a solid approach from both sides of the plate, with excellent bat speed. There's emerging power, though it only showed up from the left side during his debut. He's not afraid to draw walks and could be a plus hitter as he continues to refine his approach, perhaps eventually with average big league pop. PERSON has plus speed and loves to use it, though he'll have to learn the nuances of basestealing.The PERSON exposed the teenager to all three outfield spots, and he should have the range to play center field and enough arm to man right. Some of that might depend on how he continues to develop as he hopes to join prospects like PERSON of the D-backs and the ORGANIZATION' PERSON in putting GPE baseball more firmly on the map.",-1
"The ORGANIZATION gave GPE their second-highest bonus of the 2014-15 international signing period, giving the infielder $650,000 to sign in July 2014. Pushed aggressively to full-season ball in 2017, GPE struggled there and had to repeat the level a year ago. After a brutal April, GPE looked much more like the hitter the ORGANIZATION hoped they were signing, earning a promotion up to Clearwater in August.GPE hit .171 in April last year and spent much of the rest of 2018 digging his way out. The good news is he managed to do so, showing a hit tool that can be above-average and an ability to spray line drives to all fields from the left side of the plate. When he struggled, he got lungy at the plate and he needs to continue to work on being more patient and having more quality at-bats. He's never going to be a big power guy, but he is starting to add a little strength, which should allow him to have some extra-base authority.While perhaps just an average runner, GPE is an excellent athlete and has good baserunning instincts. His athleticism, range and hands all point to him being a very good defender at second base. If he can find some consistency with his offensive game, he has the chance to be a big league regular at the position.",-1
"Signed for $650,000 out of GPE in 2014, GPE had a successful GPE debut in the ORGANIZATION in 2016, getting named to the ORGANIZATION post-season All-Star team and helping his Phillies team reach the rookie league's championship. He went 7-for-16 in the postseason (.438), ending the summer on a high note and leaving everyone excited for what might come. When GPE first joined the organization, he did so as a shortstop, splitting time between there and second during his 2015 professional debut in the ORGANIZATION. In 2016, GPE played the right side of the infield exclusively and has the chance to be an outstanding defensive second baseman. GPE has shown a maturity at the plate that belies his years. He works counts and draws walks, having done more of that than striking out in his two summers combined. He makes consistent hard contact and can spray line drives to all fields from the left side of the plate. He has some extra-base pop and could develop a little more power as he matures. He has average speed, one of the reasons his range might be lacking for shortstop, and he isn't a base-stealing threat. It was an encouraging first summer in the GPE for GPE. His advanced approach should help him as he moves up the ladder, and he has the chance to develop into a big league second baseman with outstanding contact and on-base skills.",-1
"Signed for $650,000 out of GPE as part of an exciting international class for the Phillies that included PERSON, GPE put himself on the prospect map with a strong GPE debut in the ORGANIZATION in 2016, showing off plus hitting skills. He lost himself a bit with the jump to full-season ball in 2017, but the Phillies are still bullish on his upside.GPE came out of the gate in his full-season debut doing what he had done so well previously, barreling up the baseball consistently and using the whole field to his advantage. Then he lost his approach and tried to do too much in a big ballpark, worrying too much about trying to drive the ball out. That led to a lot of 390-foot outs instead of spraying line drives everywhere. GPE needs to add strength, something he did work on during the offseason, but really needs to focus on being a plus hitter, with whatever power comes as a result serving as a bonus.An average runner, GPE has the potential to be an outstanding defender at second base. As long as he can get back to the realistic gameplan that works for him , he can get back on the road to being a solid everyday middle infielder.",-1
"The Phillies have some very talented young pure hitters in their system. Behind PERSON and maybe PERSON, the team's last two first-round Draft picks, GPE might be the best bet to hit his way to the big leagues.In his first two summers since signing out of GPE for $650,000 in July 2014, GPE showed an advanced approach at the plate, drawing more walks than strikeouts over his first 400 career at-bats, as well as an outstanding feel for barreling up the ball. He wasn't able to keep that trend going with his first taste of full-season ball in 2017. While he is capable of driving the ball, it's still going to be a while before the teenager grows into his strength, which will make him a bigger threat with the bat. Initially a shortstop, GPE has moved over to second base and has the chance to be an excellent defender on the right side of the infield.The Phillies are willing to be patient with GPE, knowing he is just getting started. But if someone told the player development staff that PERSON looked like this when he was a teenager, they'd likely believe you. He has the chance to develop into the best pure hitting prospect in the system if he continues progressing as he has thus far.",-1
"GPE and raised in GPE, PERSON moved to GPE for his sophomore year of high school in 2016. He arrived with a mid-80s fastball and blossomed into the hardest thrower in the 2019 prep class, repeatedly reaching the upper 90s on the showcase circuit and breaking PERSON's Under PERSON All-America Game record with a 99-mph heater. The GPE selected him with the 24th overall pick in June and signed him for $2.5 million.PERSON operates at 94-97 mph and climbs into the triple digits with his fastball, overpowering hitters with his velocity and making them look bad with the riding action on his four-seamer and the heavy sink on his two-seamer. Opponents don't dare sit on his heater because he also possesses a pair of power breaking pitches in a sharp low-80s slider that's a little more devastating than an upper-70s curveball with depth. He didn't need his changeup much in high school and it gets too firm at times, though it also flashes good sink.No one questions PERSON's pure stuff, though some clubs projected him more as a reliever. He lacks consistent control and command, in part because he has a long arm action, but GPE plans on developing him as a starter. He's smaller than his listed height and weight and doesn't have much projection remaining, but that doesn't matter because he already has weapons to get big leaguers out.",-1
"As the ORGANIZATION work to rebuild their farm system, they likely will look back at the work they did early in the 2018 Draft as a big reason for the turnaround. Targeting college pitching, the quartet of PERSON, PERSON, PERSON and PERSON could form most of a big league rotation in a hurry. PERSON, the last of three first-round picks for PERSON, opened a lot of eyes during his pro debut and perhaps put himself on a faster track than anticipated, though some minor arm issues kept him off the mound for over a month during his first full season.While it's important to temper enthusiasm over one summer debut, it's hard not to get excited about how PERSON's stuff ticked up as a pro, especially considering he nearly reached 140 innings between his junior season at ORGANIZATION and his time in the ORGANIZATION. At times last summer, PERSON showed flashes of three plus pitches with plus command. He pitched at 94-95 mph consistently with his fastball, touching 97 mph, well up from his amateur velocity. He threw outstanding sliders and a very deceptive changeup while mixing in his average curve ball extremely well. His advanced feel for pitching and conviction of what he's doing on the mound made it all play up and he came in on right-handed hitters better than most young lefties.PERSON set the bar high for his first full season after his pro debut, but the ORGANIZATION are confident he can live up to his own expectations. He and the other college arms from the 2018 Draft class should feed off each other and could push each other up to PERSON in a hurry.",-1
"The ORGANIZATION spent all three of their 2018 first-round picks on college pitchers, selecting PERSON with the last of those choices at ORGANIZATION. 34 overall. Though he went just 12-12 with a 4.65 ERA in three seasons at GPE, he impressed scouts as a Cape Cod League All-Star last summer and as a junior this spring. After signing for $1,697,500, he showed improved velocity at the outset of his pro career.In college, PERSON relied heavily on his secondary pitches and worked with a two-seam fastball that sat around 90 mph and featured some sink. PERSON has had him focus more on his heater and using more four-seamers in his introduction to pro ball, and he has operated at 92-94 mph and touched 97. He also has added some more power to his breaking pitches, with his slider generally grading better than his curveball, and continued to display a deceptive changeup with sinking action.PERSON has made considerable strides in the last year with his control and command. He's not afraid to pitch inside and does an excellent job of controlling the running game. If he can maintain his newfound velocity, he could become a ORGANIZATION. 3 starter.",-1
"ORGANIZATION impressed scouts with a strong performance at the ORGANIZATION Championships as a 15-year-old in 2014 and signed for $2 million out of Venezuela the following year. The Rockies lack a complex-based affiliate, so they had him repeat the Rookie-level ORGANIZATION in 2017 rather than bring him to the GPE at age 18.Though he's still young and has a lot of development ahead of him, ORGANIZATION is one of the more projectable hitters in the system. He has a relatively advanced approach for a teenager, recognizing pitches, managing the strike zone and using the entire field. He has the potential to hit for a solid average while providing some gap power from the left side of the plate.Where ORGANIZATION winds up defensively is still in question. A solid runner with decent instincts, he spent almost all of his pro debut in center field but has played mostly right field in 2017. He could lose a step as he matures physically and presently has fringy arm strength, so he may be destined for left field.",-1
"After playing well for the ORGANIZATION team at the ORGANIZATION Championships as a 15-year-old in 2014, PERSON signed the next year for $2 million. Because the Rockies lack a complex-based affiliate, they had him spend the first two years of his pro career in the Rookie-level ORGANIZATION. He made some nice adjustments during his second tour and will come to the GPE in 2018.PERSON employed an aggressive approach in his pro debut but displayed a more controlled left-handed swing in his second tour of the ORGANIZATION. He's an advanced hitter for a teenager with the ability to recognize pitches and manage the strike zone. He uses the entire field and projects to hit for average with some gap power.PERSON spent most of his debut in center field before seeing most of his action in right field last year. He's a solid runner with decent instincts but could slow down a step as he gets stronger. Because he has fringy arm strength, he ultimately could wind up in left field.",-1
"The ORGANIZATION handed out nine bonuses of at least six figures in the 2015-16 international signing period, none greater than the $2 million given to PERSON to sign out of GPE. After two-plus summers playing in the ORGANIZATION, the outfielder made a solid GPE debut in the rookie-level PERSON in 2018.PERSON has always had tools and he's starting to grow into them. One of the biggest steps forward has been his ability to add man strength, with emotional maturity to match. He's an advanced hitter with an excellent left-handed swing, one who is getting more patient and using all fields better each year. He stuck to his gameplan well in 2018, handling offspeed stuff more consistently well and using the middle of the field better. As he continues to get stronger, the ORGANIZATION think he could have average power. He played a solid center field in GPE Junction a year ago and has a chance to stay there, though he's also seen time in right, with an arm that now plays average.While he's just getting started stateside, the ORGANIZATION feel PERSON might be turning a corner physically and mentally. There's an up arrow next to his name, with a chance he could make a big step forward.",-1
"International scouts loved PERSON's 6-foot-1, 178-pound frame and the ORGANIZATION loved his upside enough to give him $2 million to sign when the July 2 signing period began.PERSON is lean -- some evaluators even describe him as lanky -- and he is athletic, with room to grow. On defense, some scouts view him as the ideal center fielder because of his ability to read balls off the bat and his defensive instincts. He has also impressed evaluators with his reactions to balls hit into the gaps. A natural left-handed hitter with a fluid stroke and a good approach, he should grow into more power.PERSON's arm is best described as playable, and he has enough arm strength to play his primary position in center field. He does have some experience playing in the infield, particularly at second base, but his future will be in the outfield as long as he continues to develop.",-1
"The tragic death of catcher PERSON left PERSON as the jewel of GPE's 2017-18 international signing class. No longer hampered by two years of spending restrictions after exceeding their bonus pool in 2014-15, the ORGANIZATION signed him for $1.6 million out of GPE. Much like PERSON in 2013, he stood out as having perhaps the best combination of hitting ability and power on the international market.For now, PERSON's pop ranks ahead of his bat. He's strong for a 17-year-old, has a very quick right-handed stroke and showed easy power in his 2018 pro debut before breaking the hamate bone in his left hand in July. Though his swing can get too uphill when he gets home run-happy, he generally shows a good approach and a willingness to use the entire field.A shortstop as an amateur, PERSON moved to third base as soon as he turned pro. He presently has average speed, but figures to slow down as he continues to mature physically and doesn't figure to retain the quickness to stay at short. His strong arm and offensive upside profile well at third base, and he has the makeup and work ethic to get the most out of his tools.",-1
"No longer hampered by international spending restrictions after exceeding their bonus pool in 2014-15, the ORGANIZATION gave seven-figure bonuses to three Venezuelans this summer. PERSON, who has more offensive potential than fellow bonus babies PERSON and PERSON, received $1.6 million.Like PERSON did when PERSON signed him in 2013, PERSON had arguably the best combination of hitting ability and power in his international class. A right-handed hitter, he's strong and has very quick hands. While there are times when he sells out too much for power and his swing gets steep, he generally employs a sound approach and shows a willingness to use the entire field.Though he's an average runner now, PERSON figures to lose a step as he continues to fill out and probably won't have the quickness to stay at shortstop. His strong arm and offensive profile should make him a good fit at third base, however. PERSON praise his makeup and work ethic as well as his physical tools.",-1
"After two years of spending restrictions for exceeding their international pool in 2014, the ORGANIZATION came out of the penalty box in 2017 and gave seven-figure bonuses to three GPE position players, including $1.6 million for PERSON. As was the case with PERSON in 2013, there were scouts who believed PERSON had the best combination of hitting ability and power in his international class. His pop was more evident in his 2018 pro debut, when he slugged six homers in 26 games in the Rookie-level ORGANIZATION before breaking the hamate bone in his left hand.PERSON has exciting bat speed and plenty of strength -- he's much bigger than his listed 6-foot-1 and 170 pounds after growing and adding considerable weight in his first year as a pro -- and has some of the best raw power in the system. He's still learning that home runs will come naturally, however. He got overly aggressive in his debut, losing control of the strike zone and getting too uphill with his right-handed swing at times.A shortstop with average speed as an amateur, PERSON instantly moved to third base in pro ball and has slowed down as he has gotten bigger. There are mixed reports about his defense at the hot corner and his ability to stay there, but he definitely has the required arm strength and his work ethic should help. If he gets the most out of his power potential, his bat should profile almost anywhere.",-1
"In each of the past five Drafts, there has been a high school hitter from GPE taken in the top two rounds, two of whom were first-rounders, in brothers PERSON and PERSON. PERSON, the best GPE prospect in the 2019 class, didn't go quite as high, earning a third-round selection by ORGANIZATION after an amateur career that included winning a bronze medal as a member of ORGANIZATION at the ORGANIZATION 18-and-under ORGANIZATION Championships in GPE last fall. The ORGANIZATION A&M commit signed for $800,000, above his slot's value of $678,600. Most evaluations on PERSON are projections for far off in the future, and the ORGANIZATION know they will have to be patient with his development. He does have solid contact skills from the right side of the plate and should grow into some raw power. He needs to add strength and has trouble impacting the ball at times as a result, though some scouts point out that PERSON was most heavily scouted while facing pro competition this spring. He has close to top-of-the-scale speed, which makes him a threat on the basepaths and helps him cover a ton of ground in center field, where he should be a plus defender down the road.As a younger player with premium athleticism and a ton of ceiling, PERSON may require more time to develop than the typical prep pick. But while it may take some time, the long-term payoff could be huge.",-1
"The best catcher on the 2016-17 international market, PERSON signed for a relative bargain at $800,000. A former shortstop, he added 25 pounds in the year before he turned pro. He has a similar build and offensive profile to fellow PERSON, another infielder-turned-backstop whom the ORGANIZATION sent to the ORGANIZATION in a 2015 trade for PERSON, though PERSON has a higher defensive ceiling.More athletic than most catchers, PERSON has quick feet, soft hands and improving arm strength. He projects to become at least solid at receiving and throwing as he develops physically. He's agile and has advanced instincts for someone who moved behind the plate in 2015.A switch-hitter with a short stroke, PERSON uses a contact approach and focuses on hitting line drives from gap to gap. While he has room on his 5-foot-11 frame to continue adding strength, he's unlikely to grow into more than gap power. He has fringy speed, which makes him a better runner than most catchers.",-1
"The ORGANIZATION got the best catcher -- and one of the best bargains -- in the 2016-17 international market when they landed PERSON for $800,000. A former shortstop who added 25 pounds in the year before he turned pro, he comes out of the same Venezuelan program from which PERSON signed PERSON. PERSON athletic for a catcher, PERSON has soft hands, quick feet and improving arm strength. The ORGANIZATION believe he'll become solid or better at both throwing and receiving once he matures physically. He's agile behind the plate and shows good instincts despite not playing there before 2015.A switch-hitter, PERSON employs a short stroke from both sides of the plate and focuses on making line-drive contact. That's a sensible gameplan because while he can add more strength, he won't ever be very physical or have a lot of power. He should still have fringy speed -- which is good for a catcher -- once he fills out.",-1
"Undrafted and lightly recruited in 2016 out of ORGANIZATION (PERSON, GPE), where he played with 2017 No. 1 overall pick PERSON and 2019 Cubs second-rounder Chase Strumpf, PERSON blossomed into one of the better hitters in college baseball and a supplemental first-rounder after three years at PERSON. The 2019 Big 12 Conference co-player of the year, he signed with the ORGANIZATION for $1.6 million as the 41st overall choice. PERSON used its first selection in June on another third baseman who shared the award with him, PERSON's PERSON Jung.PERSON shows no fear at the plate, working deep counts while waiting for a pitch to drive and accepting walks if pitchers won't challenge him. He stays inside the ball well with his right-handed swing and uses the entire field. He tends to drive the ball from gap to gap and could make more of his solid strength and raw power if he turns on more pitches.PERSON had well below-average speed when he got to college but worked hard to transform himself into a close to average runner out of the batter's box, and he plays quicker than that with fine instincts on the bases. He shows some twitchy athleticism at third base, where both his arm his defense earn solid to plus grades. He played almost everywhere on the diamond for PERSON during games and fall practice, and some scouts were intrigued by the idea of making him a catcher.",-1
"As a high school sophomore, PERSON emerged as a candidate to go No. 1 overall in the 2015 Draft. In the next two years, scouts cooled a bit on the son of former All-Star and ORGANIZATION, but he still landed a $4 million bonus as a supplemental first-round pick. He looked overmatched in low Class A in 2016 and for the first two months of 2017 before starting to get going at the plate in June. He was putting the finishing touches on a huge second half when he was dealt to the ORGANIZATION in the ORGANIZATION Verlander trade.With his compact right-handed stroke and line-drive approach, PERSON has the upside of a solid hitter with perhaps average power once he gets stronger and pulls more pitches. Smoothing out his swing and making mechanical changes to put him in a better position to hit allowed him to start realizing his potential. For what it's worth, his father didn't do much in his first four pro seasons and wound up playing 17 years in the big leagues.PERSON has a chance to contribute in all phases of the game, standing out the most with his defensive ability in center field. He has good speed, outstanding defensive instincts and an average arm that should allow him to play all three outfield spots. He has some feel for stealing bases but also some room for improvement after getting caught in just over 28 percent of his attempts during his first three pro seasons.",-1
"In the 2015 Draft, the ORGANIZATION drafted PERSON, who has a World Series ring, and PERSON, now one of the game's better prospects, in the top five picks. They saved enough money to also ink PERSON to a $4 million deal at pick No. 37. Overmatched when he gave full-season ball a try in 2016, he also struggled at the outset of 2017 before things started to click. He was finishing off a fantastic second half when he was dealt to the Tigers at the end of August in the ORGANIZATION Verlander blockbuster.The son of former big league center fielder PERSON, PERSON has the chance to be an impactful up-the-middle big leaguer as well. Mechancial changes that put him in a better position to hit made a huge difference and contributed directly to his turnaround at the plate. He improved his overall approach and has the chance to hit for average and could approach average power. He's not a burner, but likes to run and can steal a base, though he'll have to learn to be more efficient in the future. That speed to go along with plus defensive instincts will allow him to stay in center for the long haul.The Tigers barely got to see PERSON following the trade, though he impressed with his work ethic and attitude at instructs. They're hopeful his second half resurgence in 2017 is just the start for him as he begins his Tigers career in earnest.",-1
"The son of former All-Star and ORGANIZATION, PERSON first surfaced as a candidate to go No. 1 overall in the 2015 Draft when he was a high school sophomore. His expensive price tag eventually dropped him all of the way out of the first round last June, allowing the ORGANIZATION to nab him with the 37th overall selection and a $4 million bonus. His first full year as a pro didn't go as hoped, with PERSON struggling in low Class A and then breaking his left index finger following a demotion, ending his season in early July.Though PERSON's ceiling doesn't enthuse scouts as much as it did when he was younger, he still profiles as a center fielder who could have solid tools across the board. Because he grew up around baseball, he has a high floor with more polish than most players his age and good instincts in all phases of the game. His best attribute is his center-field defense, which might earn him a ORGANIZATION of his own one day.PERSON has a quick, compact right-handed stroke and an all-fields, line-drive approach. He should develop average power once he adds strength and turns on pitches more frequently. His speed earns solid to plus grades and he has the instincts to steal bases.",-1
"PERSON was the most famous player in the 2015 high school PERSON class. The son of former All-Star and ORGANIZATION, PERSON emerged as a potential No. 1 overall pick as a sophomore. His high price tag scared off teams at the top of the PERSON but allowed the ORGANIZATION to steal him with the 37th overall choice -- and sign him for $4 million. Scouts don't rave about PERSON's upside quite as much as they did when he was younger, though he still profiles as a center fielder who could have solid or better tools across the board. Because he grew up around the game, he's more polished than most prep products and has a high floor to go with his high ceiling.PERSON uses a short right-handed swing and impressive bat speed to lace line drives to all fields. He won't be a slugger but should have average power. He's a solid runner with the instincts to steal bases and perhaps win a ORGANIZATION of his own in center field.",-1
"The ORGANIZATION made a haul early in the 2015 Draft, taking future big leaguers PERSON and PERSON within the top five picks before selecting PERSON at ORGANIZATION. 37 overall and signing him for $4 million. Viewed as someone who might need extra time to develop in the Minors, PERSON was overmatched in his first taste of full-season ball in 2016, and he also struggled at the outset of 2017 before things started to click. He was finishing off a fantastic second half in the ORGANIZATION when the ORGANIZATION packaged him with PERSON and PERSON to the ORGANIZATION for PERSON. He began to put it all together in 2018, ascending from high Class A to Triple-A at age 21 before a standout turn in the ORGANIZATION League.The son of former big league center fielder PERSON, PERSON has the chance to be an impactful up-the-middle big leaguer as well. Mechanical changes that put him in a better position to hit made a huge difference and contributed directly to his turnaround at the plate. Perhaps more importantly, PERSON has developed a real approach at the plate, showing selective aggressiveness with a hit-to-all fields mentality early in the count. He's started to tap into some power, too, and some scouts believe he'll be a 15-20-homer guy in the big leagues. A plus runner and overall graceful athlete, PERSON can steal a base but will have to learn to be more efficient in the future. That speed to go along with plus defensive instincts will allow him to stay in center for the long haul, and he has the arm strength needed for an outfield corner. PERSON's ceiling is still coming into focus, but all the pieces are there for him to develop into an everyday center fielder at the highest level.",-1
"Though their international spending spree during the previous signing period meant they couldn't pay more than $300,000 to anyone in 2015-16, the ORGANIZATION found a pair of potential impact arms in GPE Luis GPE and PERSON. Signed for $200,000, he's tiny but has a quick arm and generates some of the best spin rates in a ORGANIZATION organization that puts a premium on them. He spent his first two pro seasons in three different Rookie leagues, logging a 2.99 ERA with 146 strikeouts in 108 1/3 innings. PERSON generates tremendous spin on both his fastball and curveball. His curve has good depth, already generates plus grades on a regular basis and serves as his best pitch. He works in the low 90s and has hit 96 mph with his heater, which features riding life.PERSON also throws a fading changeup that should develop into an average third offering. He slashed his walk rate from 6.0 per nine innings in his debut to 2.9 last year, so his biggest need to remain a starter is to add strength to his small frame. If he's not durable enough for the rotation, his fastball/curveball combination could make him a dynamic reliever.",-1
"â¢ 7/16: PERSON promoted to Triple-AAfter spending $18.1 million on the 2014 international market, the ORGANIZATION were restricted to giving out bonuses of no more than $300,000 the following summer, yet they still landed a pair of quality pitching prospects in GPE right-handers PERSON ($200,000) and PERSON ($280,000). While GPE has louder stuff, PERSON has much more polish and used it to rush from low Class A to Double-A in only three months at age 19 last year. He struck out 12 in seven perfect innings in the second game of a Class A Advanced doubleheader on Aug. 6, though his GPE team lost the game (but not the no-hitter) in the eighth. PERSON's best pitch is a high-spin curveball with so much depth that he'll have to prove he can land it for strikes when more advanced hitters don't chase it out of the zone as often. He also gets good spin on his fastball, which plays better than its 91-96 mph velocity with deceptive riding life. He made strides with his fading changeup in 2018, creating optimism that it can become at least a solid third offering.Though he doesn't have the smoothest delivery, PERSON repeats it well and exhibits advanced control and command for such a young pitcher. Because he's small and works with some effort, there are some concerns about his long-term durability as a starter, but his athleticism and efficiency help his cause. His fastball/curveball combination should play well in the late innings if he winds up as a reliever.",-1
"PERSON's road to pro ball was tumultuous, to say the least. Leading up to the 2016 Draft, the GPE shortstop's name was popping up at the top of the first round. But news of a positive test for a performance-enhancing drug forced his stock to fall. The ORGANIZATION nabbed him with the first of their three first-rounders, giving him full pick value to sign.During his pro debut, PERSON showed all of the raw tools that had amateur scouts excited about his upside, all while dealing with the pre-Draft adversity with impressive maturity, though he didn't replicate that performance at the plate in 2017. For now, his defense is ahead of his bat, with no questions about his ability to stay at short long-term. He uses his outstanding speed well to cover a ton of ground and he has excellent hands and a strong arm to boot. He tends to try to do too much at times, something that he will harness as he gets more time under his belt. At the plate, he showed an ability to make hard contact at times, though he'll have to refine his approach and learn to recognize soft stuff better. He should grow into more power as he matures and his speed makes him a base-stealing threat.As time passes, PERSON should be able to put his pre-Draft mistake more and more firmly in the rear-view mirror and show who he truly is. It could very well be that misstep allowed the ORGANIZATION to acquire an elite-level player at a premium position.",-1
"Not a whole lot has gone right for PERSON in the last couple of years. Thought to be a potential top 10 pick in the 2016 GPE, he slid after a positive test for a performance-enhancer. The ORGANIZATION took a chance and drafted him closer to the end of that first round, but while he did show some tools during his pro debut that summer, he struggled in 2017 and his summer ended with a broken hand in early August.That's the bad news. The good news is the shortstop had a productive offseason once his hand healed. That included playing for PERSON, and manager PERSON, in the ORGANIZATION U-23 Baseball Championship to earn a spot in next fall's World Cup. In addition to getting him more playing time, the ORGANIZATION wanted to make sure he worked on getting more physical. PERSON has solid bat-to-ball skills and drew some walks, even when struggling, but a serious lack of strength kept him from impacting the baseball. Some evaluators worry he won't be able to add the strength necessary to hit, but the ORGANIZATION see strength in his hands and forearms and think his build will allow him to add good weight.There's no question about PERSON's defense. He has plus speed and outstanding range as a result, to go along with above-average hands and a plus arm when he needs to. Still just 19, there's time yet, but he will have to start showing more at the plate to come close to reaching the potential of a big league regular people saw leading into the GPE.",-1
"PERSON was headlining a strong class from GPE in the 2016 Draft, when news of a positive test for performance-enhancing drugs put a huge question mark next to the toolsy shortstop's name. The ORGANIZATION rolled the dice with the first of their three first-round picks, signing him for full pick value at ORGANIZATION. 23 overall.The first PERSON to be taken in the first round since PERSON and PERSON in 2012, PERSON has everything needed to stay at shortstop long-term. He has good speed, instincts, range and hands, as well as a plus arm. Able to make the flashy play, perhaps his only flaw defensively is that he can try to do too much on occasion. PERSON's bat is behind his glove, but there are tools to work with. He can ambush a fastball early in the count, but his approach at the plate and pitch recognition need to be refined. PERSON's speed works offensively, and he could grow into more power as he matures.It's not easy to find premium middle infielders, a big reason why the ORGANIZATION were willing to take a chance, even given the positive drug test. If that was a one-time mistake, PERSON could provide the ORGANIZATION with a first-round bargain.",-1
" One of the best all-around athletes to come out of GPE in years, PERSON entered the spring as a potential first-round pick. The Nigerian-born outfielder who moved to GPE when he was 10 months old had an uneven spring, enabling him to be available for the ORGANIZATION in the fourth round.PERSON is built like a linebacker at 6-foot-4 and 225 pounds, and all of his physical tools (raw power, speed, arm strength) grade out as plus. With his strength, bat speed and leverage, he can hit the ball farther than most high school players. Relatively new to baseball, PERSON lacks polish at times at the plate, on the bases and in the field. He has shown glimpses against good competition and has prototypical right-field tools, giving the ORGANIZATION yet another high-end athlete in their system.",-1
"One of the best all-around athletes to come out of GPE in years, PERSON entered the spring of 2015 as a potential first-round pick. The Nigerian-born outfielder, who had moved to GPE when he was 10 months old, had an uneven spring, and the ORGANIZATION were thrilled to see his name still on the board in the the fourth round. After he signed for $450,000, PERSON impressed evaluators during his pro debut in the Rookie-level PERSON, where he hit .292 with an .838 ORGANIZATION, six home runs and 19 steals in just 33 games.At 6-foot-4 and 225 pounds, PERSON is a physical specimen with three legit plus tools in his raw power, speed, arm strength. With his strength, bat speed and leverage, he can hit the ball farther than most prep draftees, and he showed surprising feel for the barrel in his pro debut. He's still very raw defensively, but he has all the prototypical right-field tools.Because he's relatively new to baseball, it's not surprising that PERSON lacks polish at times at the plate, on the bases and in the field. He may require some extra time to refine those skills in the ORGANIZATION, but it's easy to dream on him becoming an impact bat in right field.",-1
